Název;E-mail;Telefon
"samar sr s.r.o";realitysamar@gmail.com;"0903 525 524"
"Samaria Real s.r.o.";kadvanova@samariareal.sk;"0918 560 705"
samba;samba@centrum.cz;"0903 786 868"
"SAMBES REAL s.r.o.";lukas@sambes.sk;"0907 433 733"
"Samuel Bisták";sb8691@gmail.com;"0917 504 131"
"Samuel Theis";theis@astodenwald.sk;"0903 246 979"
"San Antonio, s.r.o.";slavkapolakova@rmail.sk;"0918 408 425"
"SAN DRUM INVEST s.r.o";bagin.ingrid@gmail.com;"+421 948 686 860"
SANAB,s.r.o.;info@sanab.sk;"0904 355 553"
"SANARA SK s.r.o.";sanara@sanara.sk;"0903 250 111"
"SANAT HOLDING s.r.o.";ulbrich@dia-electronics.com;"0915 818 095"
"Sandra Bagin";danubereal@gmail.com;"0948 544 504"
"SANNY reality";info@sannyreality.sk;"421 911 788 254"
SanReal;sanreal@sanreal.sk;"0948 880 107"
"Sanset s r.o.";prodis@prodis-ke.sk;"0905 382 509"
"Santa Barbara real, s. r. o.";klarakollarova@santabarbara.sk;"0903 406 534"
"SANTA Real, s.r.o.";gafrik@santareal.sk;"0918 764 640"
"Sany reality, s.r.o.";sany@sanyreality.sk;"0948 084 421"
"Sara Development, s.r.o.";vitkovaadriana@gmail.com;"0908 667 766"
"SASUBA s.r.o.";marek.bohunicky@sasuba.sk;"0918 854 790"
"SATC-IBEX Travel, s.r.o.";SATCIBEX@SATC.sk;"0268 249 250"
"SATEC SK, a.s.";zvara@zvarapartners.eu;"0903 809 480"
"Satel-Slovakia, s.r.o.";goncar@hotelsatel.com;"0907 337 273"
"SAUER GROUP s.r.o.";info@sauergroup.sk;"421 902 448 599"
"Saveda reality s.r.o.";michna111@gmail.com;"0915 876 619"
"SAVONA s.r.o";info@savonareality.sk;"+421 911 566 814"
"SAVOY INVEST s.r.o.";m.rapant@savoyinvest.sk;"0918 651 337"
"SayHolding, s.r.o";sayholdingsro@gmail.com;"0908 564 740"
"SB REALITY, s.r.o.";sadovsky@sbreality.sk;"0908 717 300"
"SBD Žiar nad Hronom";hosova@sbdzh.sk;"0456 708 245"
"SBDKREDIT, spol. s r.o.";rakicka@sbdkredit.sk;"0243 412 741"
"SBK consulting, s.r.o.";silviabartovicova@gmail.com;"0907 758 251"
"SBK INVEST a.s.";samuelova@azet.sk;"0905 265 237"
"SBM sk s.r.o.";info@sbmsk.sk;"0944 492 460"
SBS-SEN;info@sbs-sen.sk;"0903 421 838"
"SC SUNCITY, s.r.o.";byty@scsuncity.sk;"+421 908 734 348"
"Scandi Haus SK s.r.o.";info@scandihaus.sk;"421 917 355 335"
"SCG Real s.r.o.";info@scgreal.eu;"421 914 777 808"
Schaffy;b.pavlovic@azet.sk;"0911 434 340"
"Schaffy Development s.r.o.";b.pavlovic@windowslive.com;"0911 434 340"
"SCHNEIDER Real";info@schneiderreal.sk;"0907 144 400"
"SCHNITZER, s.r.o.";info@apolys.sk;"0905 204 041"
"schuppa s.r.o.";schuppa.sro@gmail.com;"0905 983 014"
"SCHWARTZ s.r.o.";b.schwartzova@schwartzsro.sk;"421 918 525 221"
"SCM Logistics s.r.o.";info@scmlogis.com;"421 904 663 300"
"Scout s.r.o.";rajka@reality-rajka.sk;"0917 501 330"
"SCP-PSS, s.r.o.";marian.bujnak@scp-pss.sk;"0903 461 079"
"SD TRADE, s.r.o.";info@sdtrade.sk;"0905 311 169"
"Sebau, s.r.o.";miro.babitz@resort-inn.sk;"0908 786 484"
"Secret real s.r.o.";peter.janac@secretreal.sk;"0911 726 286"
SEDLICKY.;t.sedlicky@gmail.com;"0917 203 203"
"SEHOUSE s. r. o.";sehouse.sebesta@gmail.com;"0948 411 788"
"SEIG REAL";cuntala@seig.sk;"0918 431 301"
"SEK Management";sek.sek@centrum.sk;"0903 308 685"
"SEK Management";silvio.kicina@post.sk;"0903 308 685"
"SEKO Trenčín s.r.o.";seko@seko.sk;"0905 606 658"
Sellex;sellex@sellex.eu;"0456 720 039"
"Selye, n.o.";selyeno.kn@gmail.com;"0918 800 465"
"SeMi REAL s.r.o.";semireal@semireal.sk;"0911 119 300"
"Semper Fi s.r.o.";balkova@semperfi.sk;"0948 400 181"
SENAC-reality;michalsiro@gmail.com;"0918 195 661"
"SENAJ s.r.o";kimsen74@gmail.com;"0907 926 065"
Sendoreal;zapletal.juraj@gmail.com;"0908 486 441"
"SENGER & Partners s.r.o.";office@sengerpartners.sk;"0220 707 111"
"Senger reality";lavrovicova@sapg.sk;"0908 105 010"
SenisaReal,s.r.o;senisareal@senisareal.sk;"0905 642 494"
"Sense Real";kittlerova@sensereal.sk;"+421 949 463 175"
"Sentinel s.r.o.";office@mhh.sk;"0905 263 967"
"servis REALITY s.r.o";majapereksta@gmail.com;"0907 901 718"
"servis REALITY s.r.o.";majapereksta@gmail.com;"0918 585 588"
"servis REALITY s.r.o.";perekstova@servisreality.sk;"0918 585 588"
"Servis Realít s.r.o.";info@servisrealit.sk;"0944 072 840"
"SESTAV s.r.o.";milan@sestav.sk;"421 907 332 849"
"SetCond, s.r.o.";mitro.peter@icloud.com;"0903 800 400"
"SETTRA building, s. r. o.";lazo@settra.sk;"0948 960 460"
"SEVA+ s.r.o.";jana.sevecova@gmail.com;"0911 194 688"
"SevenReal s.r.o.";info@sevenreal.sk;"0911 905 335"
"Severoslovenské vodárne a kanalizácie, a. s.";dagmar_roskova@sevak.sk;"0907 848 381"
"SEVIE s. r. o.";info@impari.sk;"0940 656 657"
"SEVOReal s.r.o.";severinyova@azet.sk;"0907 170 032"
"SF Soepenberg, s.r.o.";k.pikler@soepenberg.sk;"0905 488 689"
"SF WOOD s.r.o.";apartmanyflora@apartmanyflora.sk;"+421 917 376 936"
"SFS Activity s.r.o.";katarina.pozorova@gmail.com;"0905 850 793"
"SG Real  s.r.o.";dusan.drozda@gmail.com;"0903 693 639"
"SG Shopping s. r. o.";bnemcovicova@hamiltongroup.eu;"0902 759 011"
SG.INVEST,s.r.o.;sginvest@sginvest.sk;"0948 767 767"
SGSreal;sgs@centrum.sk;"0911 878 922"
sgtrading;po11@azet.sk;"0905 985 029"
"SH reality s.r.o.";info@shreality.sk;"0905 805 443"
"SHARE s.r.o.";soos@a-w.sk;"0911 551 056"
"Shark real s.r.o.";info@sharkreal.sk;"+421 909 139 866"
"SHER Miro Construction, s.r.o.";miro@weget.sk;"+421 544 726 062"
"SHIFT services s.r.o.";shift.services@azet.sk;"0908 933 723"
sibastav;lukac@sibastav.sk;"0903 900 008"
"SIDOR Holding, a.s.";office@resorthvar.com;"0911 969 298"
"SIERA realitná kancelária s.r.o.";info@sierareal.sk;"+421 917 200 726"
SIG;judr.sajdikova@gmail.com;"0905 387 747"
"Sigma Reality s.r.o.";sigmareality@sigmareality.sk;"0907 392 275"
"SIGNI s.r.o.";vojtechsabol@gmail.com;"0948 172 701"
"SIJAgroup, spol. s r.o.";sija@sijagroup.sk;"0911 947 886"
"Sikard, s.r.o.";sikard@sikard.sk;"0903 240 094"
"SiKo reality s.r.o.";kochanova@sikoreality.sk;"0908 116 181"
"Silver Real s. r. o.";silvia@silverreal.sk;"0908 974 587"
"SILVER ROCK s.r.o.";Realsilvro@gmail.com;"0944 757 760"
"Silverpine s. r. o.";yanina.zborovskaya@gmail.com;"0919 045 975"
"Silvia Bezáková - BEST REAL";bezakova.silvia@gmail.com;"0903 739 661"
"Silvia Lovasova";silvalovasova@gmail.com;"0907 703 009"
"Silvia Šalagová";salagova@centrum.sk;"0911 309 984"
"SiMa Reality, s.r.o.";simareality@gmail.com;"0948 028 391"
"Siman a Jorčík, spol. s r.o";jorcik64@gmail.com;"0905 607 257"
"SIMANEK, s.r.o.";simanek@simreal.sk;"0902 429 902"
"SIMAX Group s. r. o.";zatkoslavo@gmail.com;"0903 754 015"
"SIMAX s.r.o.";jackanin@simaxrk.sk;"0918 846 556"
"Simcity Real Estate s.r.o.";info@simcity.sk;"+421 918 234 922"
"SIMERIS s.r.o.";renata.formankova@simeris.eu;"0915 782 005"
"SIMI real s.r.o.";simireal@centrum.sk;"0915 311 636"
SIMINO-Siminsky;siminsky@post.sk;"0903 540 326"
"Simon reality";info@simonreality.sk;"0915 776 797"
Simona;s.minarovicova@gmail.com;"0917 956 937"
"Simone Property s.r.o.";property.office.ss@gmail.com;"0902 367 970"
"SIMSTAV spol. s r.o.";aktualizujte.si.prosim@email.sk;"0244 462 990"
"SINAD REALITY";jozef.safranek.reality@gmail.com;"+421 905 427 962"
"Singel s.r.o.";maruskinova@gmail.com;"0903 555 595"
"SINT INVEST, s.r.o.";info@sintinvest.sk;"0905 210 870"
"SINTEC spol. s r.o.";aktualizujte.si.prosim@email.sk;"0903 700 841"
"SINUSREAL DEVELOPMENT, s.r.o.";zsidek@sinusreal.sk;"0421 905 562 126"
SIOZA;fannynka@centrum.sk;"0905 803 243"
"SiReal - realitná kancelária";zalesakova@sireal.sk;"0907 385 201"
"SIRET, s.r.o.";info@siret.sk;"0903 381 222"
"SIRIUS Corporation s.r.o.";centraloffice@sirius-as.eu;"0918 342 201"
"SIRIUS Realitná kancelária";info@sirius.sk;"0902 434 343"
"SIRRAH SK s.r.o.";sirrah@sirrah.sk;"0911 886 988"
"SIRS - Reality, a.s.";zasirska@gmail.com;"0917 042 787"
"SISI PÚCHOV";veronika.jancova@sisipuchov.sk;"0914 321 023"
"SISI real, s.r.o.";sisireal@atlas.sk;"0949 361 516"
"Sisters Real";marianedomova@yahoo.com;"0904 878 543"
"SiteINVEST s.r.o.";info@siteinvest.sk;"0905 874 981"
"SITNO HOLDING Real Estate, a.s.";esegecova@sitno.sk;"0918 706 707"
"SITTRANS, s.r.o.";equus@equusbs.sk;"+421 905 608 936"
SIVAVIS;sivavis@sivavis.sk;"0915 973 438"
"Sixo, s.r.o.";info@sixo.sk;"0911 996 407"
"SK AGENCY, s.r.o.";info@skagency.sk;"0903 999 729"
"SK Centre a.s.";receptionblava@lordship.eu;"0915 987 163"
"SK Centre a.s.";milos.orlovsky@lordship.eu;"0915 987 163"
"sk development, s.r.o.";info@skpatners.sk;"0944 126 479"
"SK GEODETI, s.r.o.";michal.halinar@gmail.com;"0917 621 180"
"SK HOME, realitná kancelária s.r.o.";skhome@centrum.sk;"0911 699 000"
"SK PRIMA s.r.o.";predajna@skprima.sk;"0905 570 211"
"SK PRIMA spol.s.r.o.";kuty@skprima.sk;"0905 570 211"
"SK PROMOTION";info@byvaniezvolen.sk;"0948 000 577"
"SK property s.r.o";peter@aaa-real.sk;"0910 199 166"
"SK Reality";skrealitymail@gmail.com;"0915 740 148"
"SK reality";info@skreality.eu;"0907 239 328"
"SK REALITY - SLOVAKIA s.r.o.";skrealitysk@gmail.com;"0948 095 177"
"SK-Properties s.r.o.";;"0918 845 043"
"Skalova Barbora";barbora.skalova@menhir.sk;"0907 261 391"
"Skanska Reality SK, s.r.o.";info@skanskareality.sk;"+421 257 206 101"
"Skanska SK a.s.";martina.gerkova@skanska.sk;"0905 902 531"
"SkarabeuS reality";skarabeus@skarabeus.sk;"0903 708 251"
"SKIMMO s.r.o.";aktualizujte.si.prosim@email.sk;"0903 234 236"
"SKK REALINVEST";skkrealinvest@skkrealinvest.sk;"0911 261 350"
"SKLADY.CZ s.r.o.";renata.souckova@sklady.cz;"+420 736 254 649"
"SKY Invest s.r.o.";pribylinec@skyinvest.sk;"0903 544 771"
"SKY Reality s.r.o.";skyreality@skyside.eu;"421 911 512 260"
"Skyline s. r. o.";jansadovsky@gmail.com;"+421 907 460 998"
"SL Reality, s.r.o.";samo.laudar@gmail.com;"0908 232 434"
"SL-Group spol s r.o.";info@heinola.sk;"+421 91 597 961"
"SL.S Sereď s.r.o.";meanderbyty@meanderbyty.sk;"0908 590 474"
"Slavomír Novák";snovak84@gmail.com;"0915 945 708"
"slc partners s.r.o.";ema@slcpartners.sk;"0903 229 279"
"SLNOVRAT, s.r.o.";ckslnovrat@gmail.com;"0911 121 755"
"SloCon s.r.o.";andrea.slocon@gmail.com;"0907 489 967"
"SLON group s.r.o.";m.sladek@directreal.sk;"0908 128 046"
"SLOV.-INT., EXPORT-IMPORT, s.r.o.";aktualizujte.si.prosim@email.sk;"+421 905 343 662"
"Slovak Arbitration Center s.r.o.";info@realitysac.sk;"0907 192 697"
"slovak development";alexandra.bockova@azet.sk;"0904 888 481"
"SLOVAK DEVELOPMENT s.r.o.";slovak.development@yahoo.com;"0905 343 812"
"Slovak Estate s.r.o.";marek@slovakestate.com;"0940 657 140"
"Slovak Homes";office@slovakhomes.sk;"0908 512 343"
"Slovak Hostel,s.r.o.";ovolgyfy@patiohostel.com;"0908 225 099"
"Slovak Invest";info@slovakinvest.sk;"+421 902 690 690"
"Slovak Real agency s.r.o";info@slovak-real.sk;"0911 088 018"
"SLOVAK REALITY s.r.o.";matus.hornacek0@gmail.com;"0910 600 525"
"SLOVAK-REAL company, s.r.o.";barta@slovak-real.sk;"0911 250 213"
"SLOVAKCRUX s.r.o.";slovakcrux@gmail.com;"944 316 350"
slovakia;info@slovakia.com;"0911 876 879"
"Slovakia okolo sveta, s.r.o.";rk@tiptopreality.sk;"0327 440 190"
"Slovakia Organic s.r.o.";slorhomesk@gmail.com;"0948 716 143"
"Slovakia PROPERTIES";gregusova@slovakiaproperties.sk;"0904 649 072"
"SLOVAKIA REAL s.r.o.";office@slovakiareal.com;"0911 606 990"
"SLOVAKIA SOLUTIONS s.r.o.";peter.majovsky@gmail.com;"0948 212 064"
"Slovakia Sotheby's Int. Realty";info@sothebysrealty.sk;"0910 606 011"
"SLOVAKIA-PROPERTY, s.r.o.";info@slovakia-property.eu;"0907 205 701"
"Slovakia-real Košice, s.r.o.";renata.strakova@gmail.com;"0915 976 113"
"SLOVAKIAINVEST.RU s.r.o";slovakiainvest.ru@gmail.com;"421 220 725 307"
"SLOVAKWOOD s.r.o.";marketing@gmail.com;"0948 641 515"
"SlovBusiness Group s.r.o.";mail@realty-slovakia.ru;"0903 407 775"
Slovconn;slovcon@yahoo.com;"0948 526 465"
"Slovenska rada pre zelene budovy";erika.farenzenova@skgbc.org;"0915 774 241"
"Slovenská Katedrála spol. s  r. o.";SK_real@centrum.sk;"0252 963 109"
"Slovenská letecká agentúra, s.r.o.";stoksa@slla.sk;"0905 413 187"
"Slovenská pošta, a.s.";piros.jaroslav@slposta.sk;"0903 909 302"
"Slovenská Realitná agentúra - Blažeková Jarmila";aktualizujte.si.prosim@email.sk;"0905 723 088"
"SLOVENSKÁ REALITNÁ AGENTÚRA, s. r. o.";sra@sra.sk;"0949 090 909"
"Slovenská realitná kancelária";realmarket@realmarket.eu;"0905 355 927"
"SLOVENSKÁ REALITNÁ KANCELÁRIA-SRK, s. r. o.";info@slovenskark.sk;"0904 176 085"
"Slovenská správcovská a reštrukturalizačná, k.s.";office@ssr.sk;"0484 717 339"
"Slovenská technická univerzita v Bratislave";ladislav.rybnikar@stuba.sk;"0903 445 874"
"Slovenské elektrárne, a.s.";filip.benes@seas.sk;"0910 674 119"
"Slovenské liečebné kúpele Turčianske Teplice, a.s.";simonidesova@therme.sk;"0907 774 681"
"Slovenské obchodné združenie a.s.";realitysoz@centrum.sk;"0903 612 246"
"Slovenské poľnohospodárstvo s.r.o.";hruska@nasepolia.sk;"+420 739 933 951"
"Slovenské právo, s.r.o.";slovenskepravo@gmail.com;"0905 733 944"
"Slovenské reality s.r.o.";lednar@slovenskereality.eu;"0421 903 216 401"
"Slovenský hodváb PLUS, s.r.o.";pavlovicp@kordservice.sk;"0910 801 323"
"Slovenský plynárenský priemysel, a. s.";reality@spp.sk;"+421 907 702 089"
"Slovenský zväz biatlonu";matrika@biathlon.sk;"0902 902 970"
"SLOVETRA, a.s.";lobotkova@slovetra.sk;"0918 973 462"
"SLOVLOGISTIK, s.r.o.";l.kosik@slovlogistik.eu;"0905 400 125"
Slovpress;balazova.romina@gmail.com;"0905 825 143"
"SLOVREA - realitná kancelária";reality@slovrea.sk;"0514 525 191"
"SLOVREAL s. r. o.";info@slovreal.sk;"+421 947 123 756"
"Slovstavmat s.r.o.";slovstavmat@techmatik.sk;"0905 191 961"
"Slovsystem s.r.o.";;"0915 920 156"
"Slovtherm s.r.o.";info@slovtherm.sk;"421 903 837 490"
"Slovtip spol. s r.o.";slovtip@gmail.com;"0944 280 510"
"Slovto s.r.o.";slovto@slovto.sk;"0905 744 391"
"SLOVTO s.r.o.";slovto@slovto.sk;"0905 744 391"
"SLOVTO s.r.o.";slovto@slovto.sk;"421 905 744 391"
"SLOVUNIT, a.s";biro@slovunit.sk;"0944 151 510"
"SLS Real s. r. o.";matej.saly@swisslifeselect.sk;"0904 102 956"
"Službyt Nitra, s.r.o.";vinco@sluzbyt-nitra.sk;"0907 718 661"
"SM Reality, s.r.o.";valeria.klacanska@centrum.sk;"0903 661 666"
"SMAJL Reality, s.r.o.";jarsok@hotmail.com;"0948 533 590"
"smaltovňa s.r.o.-Reality Holíč-Hodonin";misikova@realityholic-hodonin.sk;"0903 277 458"
"SMART business & construction SOLUTIONS, s.r.o.";info@sbcs.sk;"0917 859 484"
"SMART Business s.r.o.";smartbusiness@centrum.sk;"0908 881 200"
"SMART centrum s.r.o.";info@smart-centrum.sk;"0948 243 431"
"Smart Develop, s.r.o.";info@smartdevelop.sk;"0948 777 030"
"SMART Group Trade, s.r.o.";sgt.kancelaria@пьфшдюсщь;"0902 358 278"
"Smart Real Estate";info@smartandcreative.sk;"0917 171 284"
"Smart Reality Service";reality@smartcityservice.sk;"0907 333 076"
"Smolko Juraj";smolkojuraj@azet.sk;"0905 652 214"
"SMORON & CO. s.r.o.";michaela@smoron.sk;"0915 958 783"
"SMZ Kunová Teplica, s.r.o.";info@smz.eu;"+421 903 799 010"
"SN GROUP s.r.o.";b.pavlovic@windowslive.com;"0911 434 340"
"SN real, s.r.o.";snreal@snreal.sk;"0915 945 708"
SNAR;bysnar@gmail.com;"0944 250 800"
"SNP REAL, a.s.";lubor.skladany@snpreal.sk;"0915 990 332"
"SOCHA REALITY s.r.o.";chamulova@socha-reality.sk;"0911 358 389"
SochaReality;sochagx@gmail.com;"0908 733 659"
"SOFIA REAL, s.r.o.";info@sofiareal.sk;"0910 969 995"
"SOFIA reality, spol. s r.o.";info@sofiareality.sk;"0907 831 831"
"SOGA invest s.r.o.";katarka.galikova@gmail.com;"0908 731 456"
"Sokolská s.r.o.";sokolska.sro@gmail.com;"0904 234 742"
"Sokrates systems, s.r.o.";rastom@sokrates.systems;"0908 115 115"
"Solam, s.r.o.";reality@solam.sk;"0948 553 307"
"SOLARPARK KOMÁRNO, s.r.o.";solarparkkomarno@gmail.com;"0918 970 743"
"SOLD OUT s.r.o.";vsetkoprevasdom@gmail.com;"0907 821 836"
"SOLD s.r.o.";info@sold-reality.sk;"0907 482 070"
"SOLGRUPO, s.r.o.";info@dianareality.sk;"0911 123 402"
"Solid Real";sales@solidreal.sk;"421 905 310 543"
"SOLL IN, s.r.o.";obchod@sollin.sk;"0905 794 172"
"Sollicite s.r.o.";drazobna@sollicite.sk;"0915 982 200"
"SOLLIN - REAL, s.r.o.";voldrichova@sollinreal.sk;"0905 317 057"
"Sollus Estates, s.r.o.";info@villaben.sk;"0904 444 666"
"SOLO Praha spol.s.r.o.";eva@solo-praha.cz;"+420 608 003 929"
"SOLO REALITY";martinasuchankova@ymail.com;"0917 171 545"
"SOLUBET s. r. o.";info@solubet.sk;"0907 701 276"
"SOLUTIONEERS´ LEGAL s.r.o.";andrej.mraz@solutioneerslegal.com;"0904 202 924"
"Solutions 4 All s.r.o.";alarpas@gmail.com;"0905 492 521"
"SOLUTIONS AGENCY PLUS s.r.o.";ada@avu.sk;"+421 903 761 645"
Solver;info@solver.sk;"0903 516 107"
"Solvo s.r.o.";michal.bollardt@gmx.net;"0904 964 048"
"Solídne bývanie, spol. s.r.o.";jozef@solidnebyvanie.sk;"0948 446 264"
"SomDoma, s.r.o.";info@somdoma.sk;"0905 444 339"
"SOMO správcovská, a. s.";chrastinova@somo.sk;"0918 743 450"
"SOMO, spol. s r. o.";hajek@somo.sk;"0918 514 441"
"SONATÍNA s.r.o.";riaditel@hotelviktor.sk;"+421 905 777 888"
"SONER, s.r.o.";soner@centrum.sk;"0905 459 849"
Soniko;soniko@soniko.sk;"0918 624 398"
"SONIX REALITY s.r.o.";vesely@sonixreality.sk;"0905 240 160"
"Sonne s.r.o.";sonnereality@gmail.com;"0905 280 530"
"SOPHISTIC INVESTMENT a.s.";info@sophi-invest.sk;"0484 126 277"
"SOPHISTIC INVESTMENT a.s. - FIX";;"0907 332 789"
"SortieReal s. r. o.";jurkovicova@sortier.sk;"0903 700 392"
Soter-dach;soterdach@gmail.com;"0907 173 956"
SOTER-INVEST;soterinvest@gmail.com;"0907 173 956"
"Soteria s.r.o";monika.smerciakova@gmail.com;"0904 300 046"
"Sothis, s.r.o.";info@sothis.sk;"0904 836 583"
"Soul Trade s.r.o.";beladice@soultrade.sk;"0910 772 999"
"Soňa Ritter - Všetko čo potrebuješ";ritter.a88@gmail.com;"0902 130 914"
"SP Invest";spinvest@spinvest.sk;"0905 369 541"
"SP x 4 s.r.o.";rk.dm@azet.sk;"0911 096 666"
Space4you;info@prenajompriestorovnitra.sk;"0944 930 110"
"Sparks sro";gunda@sparks.sk;"+421 2 483 211 211"
"Spazio immobiliare s.r.o.";jan@belko.at;"0915 664 234"
"SPECTRA GROUP s.r.o.";info@spektrareal.sk;"+421 908 723 809"
"SPEDOS - Slovensko, spol. s r.o.";kandera@spedos.sk;"0903 620 747"
"Speed Line, s.r.o.";maria.csizmadiova@speed-line.sk;"0905 753 477"
"SPEED REAL s.r.o.";pcaletka@centrum.sk;"0903 771 133"
"Spektrum Reality  s.r.o.";dmitriyev@spektrumreality.sk;"0918 284 743"
"Speranza s.r.o.";office.speranza@gmail.com;"0918 491 650"
spergerova;prenajom.nehnutelnosti@gmail.com;"0902 490 965"
"Spevár a Partneri";peter.spevar@zoznam.sk;"0905 600 070"
"SPILATEX, s.r.o";cepecv@spilatex.sk;"421 904 255 063"
"SPIRIT REALITY";spirit@spiritreality.sk;"0911 991 019"
"Spirit VK s.r.o.";spirit@spiritreal.sk;"0557 289 065"
"SPM real";aktualizujte.si.prosim@email.sk;"0905 320 662"
"SPN plus s.r.o.";smolka@espeen.sk;"0902 407 001"
"SPP - distribúcia, a.s.";jaroslav.pales@spp-distribucia.sk;"0421 262 625 248"
"SPRING REAL, s.r.o.";info@springreal.sk;"0948 626 416"
Sproreal;csiba@sproreal.sk;"0905 425 483"
"SPROREAL s.r.o.";z.farkas@post.sk;"0907 524 129"
"Sprostredkovateľ, RM";romantomsa@gmail.com;"0901 700 931"
"SPRÁVA BYTOV KaH, s.r.o.";spravabytovnr@gmail.com;"0903 188 109"
"Správa služieb diplomatickému zboru, a.s.";reality@ssdz.sk;"+421 918 933 113"
"Správcovská SRH s.r.o.";phdr.antal@gmail.com;"+421 290 903 591"
"Správne Bývanie";marekkusy@mojrealitak.sk;"0915 055 571"
"Správne reality s. r. o.";spravnereality.sk@gmail.com;"0944 609 905"
"Square s.r.o.";square688@gmail.com;"0944 100 380"
"SR holding, s.r.o.";BARTA@NehnutelnostiBratislava.sk;"0911 250 213"
SREI;kristina.miscikova@jarosovaoc.com;"0907 458 347"
"SRG Reality, s. r. o.";srg@srgreality.sk;"0911 636 477"
"SS-Reality , MVDr. Strieška Stanislav";strieska@ss-reality.sk;"0903 767 699"
Ssi;silvia.suchanska@gmail.com;"0903 772 771"
"SSIM EUROPARK a.s.";ivan.matejcik@ssim.sk;"0915 410 747"
"ST REAL, s.r.o.";streal@streal.sk;"0905 700 647"
"Stabar s.r.o.";richard.baris@stabar.sk;"0918 882 118"
"Stabil Group, s.r.o.";sg.office@centrum.sk;"0905 482 200"
"Stabil Real plus s.r.o.";aktualizujte.si.prosim@email.sk;"0905 325 117"
"Stabilreal plus s.r.o.";herdovastabil@gmail.com;"0911 741 908"
"STACHEMA Bratislava a.s.";martina.suliakova@stachema.sk;"0915 884 395"
"STAHU realty, s. r. o.";stahu@hutnan.sk;"0908 656 624"
"STAKO REAL s.r.o";keramickedomy@gmail.com;"0910 224 777"
"STAMI REALITY s.r.o.";info@stamireality.eu;"+421 918 112 060"
"STAMIK, s. r. o.";info@byvanieprimlyne.sk;"0902 111 655"
"STAMK s. r. o";info@stamk.sk;"0907 434 001"
"Stamk s.r.o";empirecap@azet.sk;"0905 919 100"
Stanislav;stenly300@gmail.com;"0904 693 831"
"Stanislav Klepanec";smpropertys@centrum.sk;"0915 365 610"
"Stanislav Motyčík - MK";mk-ora@mk-ora.sk;"0908 926 689"
"Stanislav Sakáč";satris@satris.sk;"0944 094 290"
Stap;martinmatus@ymail.com;"0905 416 164"
"STAPED, s.r.o.";ihnat@staped.sk;"0908 800 248"
"STAR PROREAL s.r.o.";vanova@starproreal.sk;"0907 594 386"
"Star reality, k.s.";starreality@starreality.sk;"0914 700 114"
"StarBrokers, s.r.o.";info@starbrokers.sk;"+421 907 999 977"
"stare ID";vladimir.stranovsky@konstrukt.sk;"0905 595 834"
"STAREA, s. r. o.";starea@starea.sk;"0905 585 021"
"STARK Group Reality, s. r. o.";office@starkgroupreality.sk;"0944 100 789"
"Staromestské reality";staromestske@gmail.com;"0949 802 628"
"STARS real, s.r.o.";office@starsreal.sk;"0907 226 880"
"STARS REALITY s.r.o.";info@starsreality.sk;"+421 948 334 567"
"Staré Grunty, s. r. o.";juraj.krnavec@gmail.com;"0911 425 897"
"Starý Otec, a.s.";svec@staryotec.sk;"0915 749 303"
"STAS-Invest, s.r.o.";stasinvest.reality@gmail.com;"0903 801 301"
"STATIX, s.r.o.";statixsro@gmail.com;"+421 903 055 943"
"STAUMAN s. r. o.";ales.zadubenec@stauman.sk;"0948 336 900"
"STAV - COLOR investičná, s. r. o.";info@stav-color.sk;"+421 910 973 152"
"Stav Invest Reality s. r. o.";cepelova@stavinvestreality.sk;"0948 212 012"
"STAVA REAL";renata.holla@gmail.com;"0903 828 591"
"Stavatchi s.r.o.";ivana.buresova@stavatchi.sk;"0904 215 403"
"Stavberg Košice, s.r.o.";info@stavberg.sk;"0911 454 166"
"STAVBET - OP, s.r.o.";stavbet.domy@gmail.com;"0915 327 949"
Stavbiz;nadova@stavbiz.sk;"0902 898 959"
StaVbiz;realicom1@centrum.sk;"+421 949 703 444"
"Stavby real";stavbyreal@gmail.com;"0911 365 550"
Stavby-Dlhoš,s.r.o.;info@stavbydlhos.sk;"0910 994 749"
"Stavebná firma KOMPLETING spol. s r.o.";mkolesar@kompleting.sk;"0905 447 367"
"Stavebné bytové družstvo Lučenec";andrea.bobalova@sbdlucenec.sk;"0903 616 912"
"Stavebné pozemky - Záhorie";roman.vass@mikaja.sk;"0232 232 053"
"STAVEX plus, s.r.o.";stavexplus@stavexplus.sk;"+421 903 642 582"
"Stavex reality s. r. o.";stavexreality@gmail.com;"0904 093 813"
"STAVGROUP SK, s.r.o.";stavgroupsk@gmail.com;"0904 106 099"
"STAVIAME BÝVANIE";staviamebyvanie@gmail.com;"0903 655 552"
"STAVINTEL s.r.o.";stavby@novostavbynakluc.sk;"0948 612 645"
"STAVLAND SK spol. s r.o.";stavland@stavland.sk;"0901 772 329"
"Stavoindustria HSV s.r.o";sladecek@stavoindustriahsv.sk;"+421 905 646 641"
